 ,Label,Area,Length
1,Stack_Frontview_09_Covered_Area_overlay.jpg:0179-0034,70.876,88.205
2,Stack_Frontview_09_Covered_Area_overlay.jpg:0158-0028,33.573,38.443
3,Stack_Frontview_09_Covered_Area_overlay.jpg:0168-0102,137.488,165.479
4,Stack_Frontview_09_Covered_Area_overlay.jpg:0149-0167,103.915,120.819
5,Stack_Frontview_09_Covered_Area_overlay.jpg:0150-0206,153.475,184.909
6,Stack_Frontview_09_Covered_Area_overlay.jpg:0132-0271,138.554,162.986
7,Stack_Frontview_09_Covered_Area_overlay.jpg:0085-0360,76.205,89.213
8,Stack_Frontview_09_Covered_Area_overlay.jpg:0082-0387,26.645,32.672
9,Stack_Frontview_09_Covered_Area_overlay.jpg:0114-0268,27.178,33.719
10,Stack_Frontview_09_Covered_Area_overlay.jpg:0124-0329,49.027,62.804
11,Stack_Frontview_09_Covered_Area_overlay.jpg:0121-0376,199.305,251.023
12,Stack_Frontview_09_Covered_Area_overlay.jpg:0107-0505,222.752,273.238
13,Stack_Frontview_09_Covered_Area_overlay.jpg:0090-0599,244.068,291.453
14,Stack_Frontview_09_Covered_Area_overlay.jpg:0041-0547,266.450,328.381
15,Stack_Frontview_09_Covered_Area_overlay.jpg:0008-0672,37.836,45.067
16,Stack_Frontview_09_Covered_Area_overlay.jpg:0037-0676,103.383,129.182
17,Stack_Frontview_09_Covered_Area_overlay.jpg:0058-0718,151.344,191.171
18,Stack_Frontview_09_Covered_Area_overlay.jpg:0015-0806,105.514,126.141
19,Stack_Frontview_09_Covered_Area_overlay.jpg:0055-0779,111.909,135.286
20,Stack_Frontview_09_Covered_Area_overlay.jpg:0036-0812,69.277,86.151
21,Stack_Frontview_09_Covered_Area_overlay.jpg:0098-0854,351.714,430.315
22,Stack_Frontview_09_Covered_Area_overlay.jpg:0204-0864,95.389,118.373
23,Stack_Frontview_09_Covered_Area_overlay.jpg:0328-0883,338.392,418.593
24,Stack_Frontview_09_Covered_Area_overlay.jpg:0323-0900,49.027,61.999
25,Stack_Frontview_09_Covered_Area_overlay.jpg:0383-0923,44.764,55.697
26,Stack_Frontview_09_Covered_Area_overlay.jpg:0503-0905,158.804,198.976
27,Stack_Frontview_09_Covered_Area_overlay.jpg:0611-0907,130.028,158.167
28,Stack_Frontview_09_Covered_Area_overlay.jpg:0683-0915,92.192,115.029
29,Stack_Frontview_09_Covered_Area_overlay.jpg:0833-0882,120.435,150.662
30,Stack_Frontview_09_Covered_Area_overlay.jpg:0838-0926,47.428,59.197
31,Stack_Frontview_09_Covered_Area_overlay.jpg:0858-0771,173.192,217.136
32,Stack_Frontview_09_Covered_Area_overlay.jpg:0880-0777,47.961,59.202
33,Stack_Frontview_09_Covered_Area_overlay.jpg:0887-0634,270.713,328.055
34,Stack_Frontview_09_Covered_Area_overlay.jpg:0920-0610,62.349,74.184
35,Stack_Frontview_09_Covered_Area_overlay.jpg:0933-0566,15.987,19.855
36,Stack_Frontview_09_Covered_Area_overlay.jpg:0928-0498,277.108,323.375
37,Stack_Frontview_09_Covered_Area_overlay.jpg:1031-0409,631.486,751.404
38,Stack_Frontview_09_Covered_Area_overlay.jpg:1072-0552,557.413,651.687
39,Stack_Frontview_09_Covered_Area_overlay.jpg:1162-0607,184.916,225.565
40,Stack_Frontview_09_Covered_Area_overlay.jpg:1167-0535,294.161,358.397
41,Stack_Frontview_09_Covered_Area_overlay.jpg:0314-0028,99.652,119.679
42,Stack_Frontview_09_Covered_Area_overlay.jpg:0461-0078,716.218,856.339
43,Stack_Frontview_09_Covered_Area_overlay.jpg:0434-0037,75.139,89.299
44,Stack_Frontview_09_Covered_Area_overlay.jpg:0377-0031,37.303,48.264
45,Stack_Frontview_09_Covered_Area_overlay.jpg:0631-0137,119.370,145.941
46,Stack_Frontview_09_Covered_Area_overlay.jpg:0621-0106,71.409,84.947
47,Stack_Frontview_09_Covered_Area_overlay.jpg:0627-0110,61.284,73.511
48,Stack_Frontview_09_Covered_Area_overlay.jpg:0738-0146,133.758,166.173
49,Stack_Frontview_09_Covered_Area_overlay.jpg:0800-0169,142.284,175.360
50,Stack_Frontview_09_Covered_Area_overlay.jpg:0837-0178,167.863,207.482
51,Stack_Frontview_09_Covered_Area_overlay.jpg:0891-0186,103.915,125.038
52,Stack_Frontview_09_Covered_Area_overlay.jpg:0960-0197,225.417,265.976
53,Stack_Frontview_09_Covered_Area_overlay.jpg:1012-0191,82.067,102.003
54,Stack_Frontview_09_Covered_Area_overlay.jpg:1092-0182,185.449,228.152
55,Stack_Frontview_09_Covered_Area_overlay.jpg:1055-0177,51.691,63.549
56,Stack_Frontview_09_Covered_Area_overlay.jpg:1095-0169,47.961,58.476
57,Stack_Frontview_09_Covered_Area_overlay.jpg:1203-0158,135.357,165.496
