 ,Label,Area,Length
1,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0089-0153,54.889,65.463
2,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0091-0265,47.428,61.330
3,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0109-0382,56.487,74.632
4,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0116-0505,58.086,76.042
5,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0125-0626,57.553,76.875
6,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0135-0714,21.316,26.740
7,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0141-0822,74.606,98.680
8,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0202-0956,31.974,39.339
9,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0265-0935,29.309,34.020
10,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0331-0921,38.902,50.331
11,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0447-0893,82.067,105.477
12,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0595-0865,68.744,90.934
13,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0766-0840,114.041,144.447
14,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0882-0774,54.356,69.436
15,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0887-0692,30.375,41.117
16,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0888-0639,13.855,18.980
17,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0884-0598,17.053,23.360
18,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0882-0550,14.921,20.440
19,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0885-0510,7.461,9.105
20,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0880-0479,9.592,13.140
21,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0873-0436,20.250,26.625
22,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0873-0382,26.112,35.277
23,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0865-0309,34.106,45.787
24,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0863-0240,23.980,32.357
25,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0855-0196,9.059,11.917
26,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0839-0160,18.651,23.157
27,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0788-0122,44.764,57.287
28,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0680-0120,48.494,62.749
29,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0566-0126,39.435,51.096
30,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0471-0119,36.770,49.028
31,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0390-0117,17.586,23.597
32,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0328-0112,27.178,36.124
33,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0190-0114,71.941,94.948
34,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0444-1145,292.029,385.268
35,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0162-1191,23.448,29.519
36,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0155-1245,22.915,30.897
37,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0149-1324,42.632,56.243
38,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0147-1414,35.171,47.194
39,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0147-1474,14.388,18.102
40,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0148-1535,36.770,48.904
41,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0144-1597,15.987,21.900
42,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0143-1650,26.645,33.066
43,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0132-1707,23.980,31.350
44,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0133-1757,22.382,27.598
45,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0126-1837,11.724,16.060
46,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0168-1893,63.948,80.120
47,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0243-1926,13.855,17.121
48,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0302-1932,30.908,41.354
49,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0450-1955,125.764,161.272
50,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0642-1980,71.941,95.577
51,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0802-1970,126.297,157.575
52,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0883-1889,42.099,54.946
53,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0885-1794,36.770,49.877
54,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0888-1733,13.855,18.980
55,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0886-1658,60.751,80.246
56,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0891-1561,30.908,39.278
57,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0887-1424,32.507,44.037
58,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0880-1358,10.658,14.600
59,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0890-1321,21.849,28.458
60,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0889-1250,43.165,58.637
61,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0770-1141,59.685,76.048
62,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:0859-1166,50.093,62.016
63,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1194-0138,43.698,51.012
64,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1166-0199,26.645,36.500
65,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1168-0285,32.507,42.886
66,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1172-0348,10.658,14.600
67,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1175-0400,35.704,47.302
68,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1173-0471,25.046,33.715
69,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1169-0521,22.915,30.795
70,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1169-0585,44.764,60.576
71,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1166-0649,17.586,22.482
72,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1164-0689,11.724,16.060
73,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1164-0689,11.724,16.060
74,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1201-0787,110.310,137.970
75,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1280-0861,27.711,35.966
76,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1344-0867,29.842,38.779
77,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1399-0876,15.454,19.562
78,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1514-0886,98.054,128.360
79,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1700-0913,93.790,119.938
80,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1833-0927,38.902,49.451
81,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1911-0893,67.145,83.177
82,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1942-0798,29.309,36.743
83,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1938-0718,34.106,46.720
84,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1934-0660,12.790,17.520
85,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1934-0621,21.849,27.727
86,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1932-0593,9.592,11.281
87,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1934-0556,15.987,20.914
88,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1941-0509,25.046,33.817
89,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1927-0374,19.717,26.467
90,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1927-0330,18.651,23.993
91,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1927-0277,29.309,37.585
92,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1929-0215,24.513,32.302
93,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1929-0167,19.184,25.000
94,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1803-0109,172.127,219.776
95,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1609-0087,54.356,71.933
96,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1494-0099,56.487,74.503
97,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1379-0107,44.764,58.985
98,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1270-0113,41.033,55.750
99,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1181-1186,56.487,67.688
100,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1159-1232,4.796,6.570
101,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1162-1252,4.796,6.570
102,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1167-1294,28.777,38.186
103,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1170-1339,11.724,14.503
104,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1177-1437,15.454,20.785
105,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1180-1540,9.592,13.140
106,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1183-1596,26.112,34.583
107,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1178-1764,106.580,140.838
108,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1174-1892,19.717,25.220
109,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1236-1960,74.073,96.529
110,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1342-1966,56.487,75.027
111,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1454-1955,74.073,97.619
112,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1581-1946,65.547,86.570
113,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1793-1933,151.876,198.922
114,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1926-1892,27.711,33.877
115,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1943-1824,41.033,54.226
116,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1945-1730,34.106,44.893
117,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1950-1663,33.573,44.917
118,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1950-1591,23.448,31.480
119,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1952-1475,80.468,108.931
120,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1858-1277,186.515,247.546
121,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1738-1191,23.980,30.005
122,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1581-1180,115.106,153.684
123,Stack_Frontview05_Labeled_Substarte_covered_Overlay.jpg:1352-1162,120.435,160.543
