 ,Label,Area,Length
1,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:1626-1992,130.028,153.034
2,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:1782-1934,69.810,87.322
3,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:1946-1910,76.738,101.167
4,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:2022-0659,22.382,27.740
5,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:2025-0731,39.968,48.058
6,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:2019-0834,65.547,84.936
7,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:2003-0941,43.698,53.351
8,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:1970-1091,43.165,55.978
9,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:1982-1188,52.224,67.536
10,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:2004-1311,58.619,76.396
11,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:2036-1446,71.941,94.544
12,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:1442-1001,174.791,195.976
13,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:1055-1773,342.655,417.275
14,Stack_Frontview01_Labeled_Substarte_covered_Overlay.jpg:0957-1941,161.469,188.029
