 ,Label,Area,Length
1,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0006-0209,14.388,14.691
2,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0051-0285,92.192,112.175
3,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0098-0444,81.001,103.572
4,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0117-0548,29.842,38.660
5,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0123-0638,58.619,77.465
6,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0134-0734,39.968,50.157
7,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0134-0734,39.968,50.157
8,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0141-0800,7.993,10.950
9,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0141-0800,7.993,10.950
10,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0141-0842,28.244,37.650
11,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0150-0894,12.790,17.520
12,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0168-0977,59.685,74.887
13,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0179-1113,34.106,44.490
14,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0167-1212,43.165,54.003
15,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0158-1313,38.369,50.887
16,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0150-1370,7.993,10.950
17,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0152-1403,15.987,20.227
18,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0150-1455,12.790,17.520
19,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0147-1506,22.382,27.314
20,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0140-1551,11.191,13.657
21,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0135-1602,33.573,44.511
22,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0120-1677,12.790,17.520
23,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0093-1770,87.396,101.354
24,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0128-1889,62.349,71.743
25,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0260-1919,71.409,89.051
26,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0410-1947,57.020,67.749
27,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0513-1970,44.231,54.822
28,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0597-1988,30.375,37.345
29,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0690-2009,65.547,76.206
30,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0794-2033,30.908,38.619
31,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0848-2021,9.059,11.305
32,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0860-1977,13.855,17.875
33,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0870-1910,39.435,51.242
34,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0876-1841,20.250,25.520
35,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0888-1752,53.823,70.878
36,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0893-1655,37.836,50.725
37,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0899-1584,13.855,17.875
38,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0902-1556,9.592,12.025
39,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0905-1514,12.257,15.891
40,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0911-1470,14.388,18.595
41,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0911-1419,21.849,27.358
42,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0918-1355,36.770,43.678
43,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0933-1269,54.356,71.114
44,Stack_Frontview04_Labeled_Substarte_covered_Overlay.jpg:0930-1191,35.704,41.526
