 ,Label,Area,Length
1,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0245-1943,83.132,106.010
2,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0081-1913,88.994,112.538
3,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0449-2006,90.593,107.163
4,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0965-1443,37.303,41.876
5,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0941-1544,75.672,94.297
6,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0918-1697,93.257,119.010
7,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0897-1826,35.171,43.355
8,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0891-1890,28.244,36.470
9,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0872-1982,63.948,83.073
10,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0620-0906,77.803,87.723
11,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0501-0971,100.718,106.699
12,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0473-1035,33.573,34.837
13,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0533-1068,40.500,48.282
14,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0632-1091,74.606,96.388
15,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0816-1113,112.442,144.458
16,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0996-1137,51.158,67.292
17,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:1106-1146,57.020,73.659
18,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:1325-1127,60.218,74.980
19,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:1530-1011,287.233,343.450
20,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:1382-0888,43.165,53.192
21,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:1323-0872,20.783,24.009
22,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:1247-0854,76.205,89.805
23,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:1035-0830,96.455,128.409
24,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0804-0863,66.612,82.341
25,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0989-0555,17.586,20.186
26,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:1068-0419,219.022,264.464
27,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:1140-0183,75.139,95.308
28,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:1160-0053,56.487,72.625
29,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0840-0011,11.191,15.330
30,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0846-0074,46.362,56.764
31,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0863-0183,65.014,81.263
32,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0899-0330,84.198,105.304
33,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0951-0477,82.067,103.089
34,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:0978-0557,15.454,19.472
35,Stack_Frontview02_Labeled_Substarte_covered_Overlay.jpg:1538-0017,109.245,135.155
