 ,Area,Mean,Min,Max,Length
1,87,228.586,186.000,255.000,85.184
2,35,254.656,253.000,255.000,34.162
3,236,249.396,200.000,255.000,230.507
4,25,254.703,254.000,255.000,24.162
5,48,172.904,162.000,181.850,46.120
6,14,214.899,191.391,240.500,13.306
7,7,170.754,144.202,191.555,6.733
8,46,175.719,170.500,183.500,45.316
9,8,198.476,192.346,205.051,7.105
10,134,254.161,248.250,255.000,133.398
11,71,229.683,204.400,254.500,70.629
12,28,212.894,189.775,227.000,27.536
13,20,196.652,187.168,204.271,18.981
14,13,209.288,198.095,227.576,12.807
15,69,185.746,150.163,221.866,68.739
16,122,169.056,107.876,220.500,120.899
17,100,208.632,159.798,229.840,99.675
18,93,175.412,160.945,189.630,91.907
19,77,227.510,195.976,254.913,76.698
20,252,247.447,204.500,255.000,251.049
21,40,130.550,111.500,151.710,39.206
22,19,130.620,115.500,137.090,18.627
23,17,136.144,124.125,141.000,16.363
24,31,134.403,124.000,148.875,30.500
25,21,124.917,111.300,141.688,20.603
26,24,197.803,184.179,222.367,24.029
27,73,205.756,182.666,229.304,72.145
28,32,203.424,183.786,226.064,31.833
29,12,168.843,161.180,179.030,11.136
30,374,198.303,178.050,224.800,371.187
31,96,251.203,223.480,255.000,96.248
32,76,207.638,162.960,253.875,75.736
33,73,216.829,189.800,241.750,72.688
34,92,229.008,202.212,252.375,91.573
35,39,218.350,185.023,242.630,38.585
36,78,195.029,178.000,203.722,77.658
37,35,200.946,196.016,207.676,34.266
38,46,195.616,188.036,201.625,45.256
39,126,178.573,132.361,197.056,125.441
40,98,234.356,195.918,255.000,97.823
41,30,249.538,241.667,255.000,29.387
42,110,231.698,181.105,255.000,109.710
43,35,206.182,185.167,226.995,34.378
